基隆舊站逐時潮位觀測資料
位置：基隆港
儀器型式：
基準面相對KP:
yyyymmddhh：西元年月日時
height：潮位
潮高單位：公厘；潮高空白或時間不連續，表示缺觀測資料。
時間：民國69年1月－民國69年12月
**************************
*st    yyyymmddhh height
1512   1980092513   860 Q
1512   1980092514   650 Q
1512   1980092515   550 Q
1512   1980092516   550 Q
1512   1980092517   640 Q
1512   1980092518   800 Q
1512   1980092519   970 Q
1512   1980092520  1090 Q
1512   1980092521  1200 Q
1512   1980092522  1280 Q
1512   1980092523  1230 Q
1512   1980092600  1130 Q
1512   1980092601   950 Q
1512   1980092602   770 Q
1512   1980092603   650 Q
1512   1980092604   660 Q
1512   1980092605   730 Q
1512   1980092606   860 Q
1512   1980092607   990 Q
1512   1980092608  1100 Q
1512   1980092609  1220 Q
1512   1980092610  1320 Q
1512   1980092611  1320 Q
1512   1980092612  1250 Q
1512   1980092613  1100 Q
1512   1980092614   900 Q
1512   1980092615   700 Q
1512   1980092616   650 Q
1512   1980092617   680 Q
1512   1980092618   780 Q
1512   1980092619   920 Q
1512   1980092620  1030 Q
1512   1980092621  1150 Q
1512   1980092622  1250 Q
1512   1980092623  1260 Q
1512   1980092700  1190 Q
1512   1980092701  1050 Q
1512   1980092702   860 Q
1512   1980092703   680 Q
1512   1980092704   590 Q
1512   1980092705   590 Q
1512   1980092706   680 Q
1512   1980092707   820 Q
1512   1980092708   960 Q
1512   1980092709  1100 Q
1512   1980092710  1240 Q
1512   1980092711  1330 Q
1512   1980092712  1340 Q
1512   1980092713  1280 Q
1512   1980092714  1150 Q
1512   1980092715  1000 Q
1512   1980092716   860 Q
1512   1980092717   790 Q
1512   1980092718   820 Q
1512   1980092719   900 Q
1512   1980092720  1000 Q
1512   1980092721  1090 Q
1512   1980092722  1190 Q
1512   1980092723  1250 Q
1512   1980092800  1230 Q
1512   1980092801  1150 Q
1512   1980092802  1000 Q
1512   1980092803   800 Q
1512   1980092804   630 Q
1512   1980092805   530 Q
1512   1980092806   540 Q
1512   1980092807   630 Q
1512   1980092808   770 Q
1512   1980092809   910 Q
1512   1980092810  1040 Q
1512   1980092811  1200 Q
1512   1980092812  1300 Q
1512   1980092813  1330 Q
1512   1980092814  1300 Q
1512   1980092815  1200 Q
1512   1980092816  1080 Q
1512   1980092817   960 Q
1512   1980092818   900 Q
1512   1980092819   900 Q
1512   1980092820   950 Q
1512   1980092821  1020 Q
1512   1980092822  1100 Q
1512   1980092823  1180 Q
1512   1980092900  1230 Q
1512   1980092901  1220 Q
1512   1980092902  1130 Q
1512   1980092903   960 Q
1512   1980092904   770 Q
1512   1980092905   610 Q
1512   1980092906   530 Q
1512   1980092907   540 Q
1512   1980092908   630 Q
1512   1980092909   770 Q
1512   1980092910   930 Q
1512   1980092911  1070 Q
1512   1980092912  1210 Q
1512   1980092913  1340 Q
1512   1980092914  1400 Q
1512   1980092915  1380 Q
1512   1980092916  1300 Q
1512   1980092917  1180 Q
1512   1980092918  1080 Q
1512   1980092919  1030 Q
1512   1980092920   980 Q
1512   1980092921  1000 Q
1512   1980092922  1060 Q
1512   1980092923  1140 Q
1512   1980093000  1180 Q
1512   1980093001  1230 Q
1512   1980093002  1210 Q
1512   1980093003  1120 Q
1512   1980093004   980 Q
1512   1980093005   800 Q
1512   1980093006   660 Q
1512   1980093007   570 Q
1512   1980093008   570 Q
1512   1980093009   640 Q
1512   1980093010   750 Q
1512   1980093011   900 Q
1512   1980093012  1050 Q
1512   1980093013  1210 Q
1512   1980093014  1330 Q
1512   1980093015  1390 Q
1512   1980093016  1390 Q
1512   1980093017  1320 Q
1512   1980093018  1200 Q
1512   1980093019  1110 Q
1512   1980093020  1000 Q
1512   1980093021   970 Q
1512   1980093022   960 Q
1512   1980093023  1000 Q
1512   1980100100  1060 Q
1512   1980100101  1100 Q
1512   1980100102  1130 Q
1512   1980100103  1100 Q
1512   1980100104  1030 Q
1512   1980100105   900 Q
1512   1980100106   730 Q
1512   1980100107   600 Q
1512   1980100108   500 Q
1512   1980100109   450 Q
1512   1980100110   480 Q
1512   1980100111   580 Q
1512   1980100112   730 Q
1512   1980100113   900 Q
1512   1980100114  1070 Q
1512   1980100115  1200 Q
1512   1980100116  1300 Q
1512   1980100117  1320 Q
1512   1980100118  1280 Q
1512   1980100119  1200 Q
1512   1980100120  1090 Q
1512   1980100121   980 Q
1512   1980100122   920 Q
1512   1980100123   920 Q
1512   1980100200   950 Q
1512   1980100201  1000 Q
1512   1980100202  1050 Q
1512   1980100203  1080 Q
1512   1980100204  1060 Q
1512   1980100205  1040 Q
1512   1980100206   930 Q
1512   1980100207   800 Q
1512   1980100208   680 Q
1512   1980100209   580 Q
1512   1980100210   520 Q
1512   1980100211   520 Q
1512   1980100212   610 Q
1512   1980100213   750 Q
1512   1980100214   900 Q
1512   1980100215  1070 Q
1512   1980100216  1220 Q
1512   1980100217  1320 Q
1512   1980100218  1370 Q
1512   1980100219  1320 Q
1512   1980100220  1230 Q
1512   1980100221  1110 Q
1512   1980100222  1000 Q
1512   1980100223   920 Q
1512   1980100300   890 Q
1512   1980100301   910 Q
1512   1980100302   970 Q
1512   1980100303  1020 Q
1512   1980100304  1060 Q
1512   1980100305  1080 Q
1512   1980100306  1050 Q
1512   1980100307   960 Q
1512   1980100308   840 Q
1512   1980100309   720 Q
1512   1980100310   610 Q
1512   1980100311   550 Q
1512   1980100312   530 Q
1512   1980100313   600 Q
1512   1980100314   750 Q
1512   1980100315   900 Q
1512   1980100316  1040 Q
1512   1980100317  1200 Q
1512   1980100318  1300 Q
1512   1980100319  1350 Q
1512   1980100320  1300 Q
1512   1980100321  1220 Q
1512   1980100322  1090 Q
1512   1980100323   970 Q
1512   1980100400   890 Q
1512   1980100401   850 Q
1512   1980100402   870 Q
1512   1980100403   920 Q
1512   1980100404   990 Q
1512   1980100405  1040 Q
1512   1980100406  1060 Q
1512   1980100407  1050 Q
1512   1980100408   990 Q
1512   1980100409   870 Q
1512   1980100410   730 Q
1512   1980100411   620 Q
1512   1980100412   550 Q
1512   1980100413   550 Q
1512   1980100414   610 Q
1512   1980100415   740 Q
1512   1980100416   890 Q
1512   1980100417  1030 Q
1512   1980100418  1160 Q
1512   1980100419  1260 Q
1512   1980100420  1300 Q
1512   1980100421  1250 Q
1512   1980100422  1160 Q
1512   1980100423  1020 Q
1512   1980100500   930 Q
1512   1980100501   860 Q
1512   1980100502   830 Q
1512   1980100503   840 Q
1512   1980100504   900 Q
1512   1980100505   990 Q
1512   1980100506  1030 Q
1512   1980100507  1060 Q
1512   1980100508  1080 Q
1512   1980100509  1030 Q
1512   1980100510   940 Q
1512   1980100511   820 Q
1512   1980100512   700 Q
1512   1980100513   630 Q
1512   1980100514   620 Q
1512   1980100515   660 Q
1512   1980100516   780 Q
1512   1980100517   900 Q
1512   1980100518  1020 Q
1512   1980100519  1150 Q
1512   1980100520  1240 Q
1512   1980100521  1280 Q
1512   1980100522  1240 Q
1512   1980100523  1150 Q
1512   1980100600  1020 Q
1512   1980100601   930 Q
1512   1980100602   870 Q
1512   1980100603   850 Q
1512   1980100604   880 Q
1512   1980100605   940 Q
1512   1980100606  1000 Q
1512   1980100607  1070 Q
1512   1980100608  1100 Q
1512   1980100609  1100 Q
1512   1980100610  1030 Q
1512   1980100611   900 Q
1512   1980100612   790 Q
1512   1980100613   720 Q
1512   1980100614   690 Q
1512   1980100615   720 Q
1512   1980100616   790 Q
1512   1980100617   890 Q
1512   1980100618   990 Q
1512   1980100619  1100 Q
1512   1980100620  1190 Q
1512   1980100621  1230 Q
1512   1980100622  1130 Q
1512   1980100623  1040 Q
1512   1980100700  1010 Q
1512   1980100701   930 Q
1512   1980100702   890 Q
1512   1980100703   870 Q
1512   1980100704   880 Q
1512   1980100705   950 Q
1512   1980100706  1020 Q
1512   1980100707  1090 Q
1512   1980100708  1140 Q
1512   1980100709  1160 Q
1512   1980100710  1120 Q
1512   1980100711  1020 Q
1512   1980100712   900 Q
1512   1980100713   800 Q
1512   1980100714   750 Q
1512   1980100715   750 Q
1512   1980100716   790 Q
1512   1980100717   890 Q
1512   1980100718   980 Q
1512   1980100719  1050 Q
1512   1980100720  1160 Q
1512   1980100721  1220 Q
1512   1980100722  1230 Q
1512   1980100723  1160 Q
1512   1980100800  1030 Q
1512   1980100801   930 Q
1512   1980100802   870 Q
1512   1980100803   860 Q
1512   1980100804   890 Q
1512   1980100805   940 Q
1512   1980100806  1010 Q
1512   1980100807  1090 Q
1512   1980100808  1100 Q
1512   1980100809  1100 Q
1512   1980100810  1030 Q
1512   1980100811   900 Q
1512   1980100812   790 Q
1512   1980100813   720 Q
1512   1980100814   690 Q
1512   1980100815   720 Q
1512   1980100816   790 Q
1512   1980100817   900 Q
1512   1980100818  1000 Q
1512   1980100819  1100 Q
1512   1980100820  1200 Q
1512   1980100821  1230 Q
1512   1980100822  1230 Q
1512   1980100823  1140 Q
1512   1980100900  1010 Q
1512   1980100901   930 Q
1512   1980100902   890 Q
1512   1980100903   870 Q
1512   1980100904   880 Q
1512   1980100905   950 Q
1512   1980100906  1020 Q
1512   1980100907  1130 Q
1512   1980100908  1240 Q
1512   1980100909  1290 Q
1512   1980100910  1300 Q
1512   1980100911  1250 Q
1512   1980100912  1130 Q
1512   1980100913  1000 Q
1512   1980100914   900 Q
1512   1980100915   820 Q
1512   1980100916   840 Q
1512   1980100917   900 Q
1512   1980100918   960 Q
1512   1980100919  1030 Q
1512   1980100920  1090 Q
1512   1980100921  1130 Q
1512   1980100922  1160 Q
1512   1980100923  1120 Q
1512   1980101000  1050 Q
1512   1980101001   890 Q
1512   1980101002   750 Q
1512   1980101003   690 Q
1512   1980101004   680 Q
1512   1980101005   730 Q
1512   1980101006   830 Q
1512   1980101007   940 Q
1512   1980101008  1040 Q
1512   1980101009  1140 Q
1512   1980101010  1190 Q
1512   1980101011  1190 Q
1512   1980101012  1150 Q
1512   1980101013  1050 Q
1512   1980101014   930 Q
1512   1980101015   860 Q
1512   1980101016   840 Q
1512   1980101017   870 Q
1512   1980101018   930 Q
1512   1980101019   990 Q
1512   1980101020  1060 Q
1512   1980101021  1130 Q
1512   1980101022  1180 Q
1512   1980101023  1160 Q
1512   1980101100  1100 Q
1512   1980101101   960 Q
1512   1980101102   830 Q
1512   1980101103   730 Q
1512   1980101104   700 Q
1512   1980101105   730 Q
1512   1980101106   820 Q
1512   1980101107   970 Q
1512   1980101108  1060 Q
1512   1980101109  1160 Q
1512   1980101110  1260 Q
1512   1980101111  1310 Q
1512   1980101112  1300 Q
1512   1980101113  1220 Q
1512   1980101114  1100 Q
1512   1980101115  1000 Q
1512   1980101116   980 Q
1512   1980101117   990 Q
1512   1980101118  1030 Q
1512   1980101119  1090 Q
1512   1980101120  1160 Q
1512   1980101121  1200 Q
1512   1980101122  1240 Q
1512   1980101123  1260 Q
1512   1980101200  1230 Q
1512   1980101201  1180 Q
1512   1980101202  1040 Q
1512   1980101203   870 Q
1512   1980101204   810 Q
1512   1980101205   810 Q
1512   1980101206   870 Q
1512   1980101207   960 Q
1512   1980101208  1100 Q
1512   1980101209  1230 Q
1512   1980101210  1320 Q
1512   1980101211  1410 Q
1512   1980101212  1440 Q
1512   1980101213  1400 Q
1512   1980101214  1310 Q
1512   1980101215  1200 Q
1512   1980101216  1110 Q
1512   1980101217  1080 Q
1512   1980101218  1090 Q
1512   1980101219  1140 Q
1512   1980101220  1200 Q
1512   1980101221  1250 Q
1512   1980101222  1290 Q
1512   1980101223  1300 Q
1512   1980101300  1280 Q
1512   1980101301  1200 Q
1512   1980101302  1100 Q
1512   1980101303   890 Q
1512   1980101304   790 Q
1512   1980101305   750 Q
1512   1980101306   780 Q
1512   1980101307   850 Q
1512   1980101308   970 Q
1512   1980101309  1090 Q
1512   1980101310  1210 Q
1512   1980101311  1320 Q
1512   1980101312  1390 Q
1512   1980101313  1420 Q
1512   1980101314  1370 Q
1512   1980101315  1290 Q
1512   1980101316  1190 Q
1512   1980101317  1120 Q
1512   1980101318  1120 Q
1512   1980101319  1150 Q
1512   1980101320  1180 Q
1512   1980101321  1220 Q
1512   1980101322  1260 Q
1512   1980101323  1290 Q
1512   1980101400  1300 Q
1512   1980101401  1250 Q
1512   1980101402  1150 Q
1512   1980101403  1030 Q
1512   1980101404   910 Q
1512   1980101405   820 Q
1512   1980101406   790 Q
1512   1980101407   820 Q
1512   1980101408   930 Q
1512   1980101409  1070 Q
1512   1980101410  1200 Q
1512   1980101411  1310 Q
1512   1980101412  1400 Q
1512   1980101413  1450 Q
1512   1980101414  1430 Q
1512   1980101415  1380 Q
1512   1980101416  1280 Q
1512   1980101417  1200 Q
1512   1980101418  1140 Q
1512   1980101419  1060 Q
1512   1980101420  1040 Q
1512   1980101421  1070 Q
1512   1980101422  1090 Q
1512   1980101423  1100 Q
1512   1980101500  1100 Q
1512   1980101501  1070 Q
1512   1980101502  1000 Q
1512   1980101503   880 Q
1512   1980101504   750 Q
1512   1980101505   600 Q
1512   1980101506   500 Q
1512   1980101507   450 Q
1512   1980101508   460 Q
1512   1980101509   550 Q
1512   1980101510   670 Q
1512   1980101511   830 Q
1512   1980101512   950 Q
1512   1980101513  1050 Q
1512   1980101514  1120 Q
1512   1980101515  1130 Q
1512   1980101516  1080 Q
1512   1980101517  1030 Q
1512   1980101518   960 Q
1512   1980101519   880 Q
1512   1980101520   830 Q
1512   1980101521   810 Q
1512   1980101522   820 Q
1512   1980101523   860 Q
1512   1980101600   900 Q
1512   1980101601   920 Q
1512   1980101602   920 Q
1512   1980101603   880 Q
1512   1980101604   810 Q
1512   1980101605   700 Q
1512   1980101606   580 Q
1512   1980101607   500 Q
1512   1980101608   460 Q
1512   1980101609   480 Q
1512   1980101610   570 Q
1512   1980101611   690 Q
1512   1980101612   830 Q
1512   1980101613  1000 Q
1512   1980101614  1140 Q
1512   1980101615  1230 Q
1512   1980101616  1260 Q
1512   1980101617  1220 Q
1512   1980101618  1160 Q
1512   1980101619  1090 Q
1512   1980101620  1000 Q
1512   1980101621   980 Q
1512   1980101622   970 Q
1512   1980101623   980 Q
1512   1980101700  1000 Q
1512   1980101701  1030 Q
1512   1980101702  1050 Q
1512   1980101703  1040 Q
1512   1980101704  1010 Q
1512   1980101705   930 Q
1512   1980101706   820 Q
1512   1980101707   720 Q
1512   1980101708   650 Q
1512   1980101709   610 Q
1512   1980101710   610 Q
1512   1980101711   700 Q
1512   1980101712   830 Q
1512   1980101713   980 Q
1512   1980101714  1130 Q
1512   1980101715  1270 Q
1512   1980101716  1350 Q
1512   1980101717  1360 Q
1512   1980101718  1320 Q
1512   1980101719  1230 Q
1512   1980101720  1150 Q
1512   1980101721  1060 Q
1512   1980101722   990 Q
1512   1980101723   970 Q
1512   1980101800   980 Q
1512   1980101801  1010 Q
1512   1980101802  1030 Q
1512   1980101803  1050 Q
1512   1980101804  1060 Q
1512   1980101805  1040 Q
1512   1980101806   980 Q
1512   1980101807   860 Q
1512   1980101808   750 Q
1512   1980101809   660 Q
1512   1980101810   610 Q
1512   1980101811   620 Q
1512   1980101812   700 Q
1512   1980101813   850 Q
1512   1980101814   980 Q
1512   1980101815  1150 Q
1512   1980101816  1270 Q
1512   1980101817  1360 Q
1512   1980101818  1400 Q
1512   1980101819  1350 Q
1512   1980101820  1240 Q
1512   1980101821  1150 Q
1512   1980101822  1060 Q
1512   1980101823  1000 Q
1512   1980101900   960 Q
1512   1980101901   970 Q
1512   1980101902  1000 Q
1512   1980101903  1070 Q
1512   1980101904  1110 Q
1512   1980101905  1140 Q
1512   1980101906  1130 Q
1512   1980101907  1040 Q
1512   1980101908   930 Q
1512   1980101909   800 Q
1512   1980101910   690 Q
1512   1980101911   630 Q
1512   1980101912   630 Q
1512   1980101913   720 Q
1512   1980101914   860 Q
1512   1980101915  1010 Q
1512   1980101916  1160 Q
1512   1980101917  1290 Q
1512   1980101918  1370 Q
1512   1980101919  1380 Q
1512   1980101920  1320 Q
1512   1980101921  1170 Q
1512   1980101922  1050 Q
1512   1980101923   960 Q
1512   1980102000   900 Q
1512   1980102001   880 Q
1512   1980102002   900 Q
1512   1980102003   950 Q
1512   1980102004  1040 Q
1512   1980102005  1080 Q
1512   1980102006  1100 Q
1512   1980102007  1100 Q
1512   1980102008  1060 Q
1512   1980102009   880 Q
1512   1980102010   740 Q
1512   1980102011   640 Q
1512   1980102012   590 Q
1512   1980102013   620 Q
1512   1980102014   700 Q
1512   1980102015   840 Q
1512   1980102016  1010 Q
1512   1980102017  1150 Q
1512   1980102018  1260 Q
1512   1980102019  1320 Q
1512   1980102020  1310 Q
1512   1980102021  1230 Q
1512   1980102022  1100 Q
1512   1980102023   970 Q
1512   1980102100   880 Q
1512   1980102101   820 Q
1512   1980102102   820 Q
1512   1980102103   890 Q
1512   1980102104   970 Q
1512   1980102105  1070 Q
1512   1980102106  1130 Q
1512   1980102107  1150 Q
1512   1980102108  1090 Q
1512   1980102109  1010 Q
1512   1980102110   860 Q
1512   1980102111   690 Q
1512   1980102112   570 Q
1512   1980102113   550 Q
1512   1980102114   620 Q
1512   1980102115   740 Q
1512   1980102116   880 Q
1512   1980102117  1040 Q
1512   1980102118  1170 Q
1512   1980102119  1240 Q
1512   1980102120  1240 Q
1512   1980102121  1190 Q
1512   1980102122  1080 Q
1512   1980102123   920 Q
1512   1980102200   780 Q
1512   1980102201   720 Q
1512   1980102202   700 Q
1512   1980102203   780 Q
1512   1980102204   900 Q
1512   1980102205  1020 Q
1512   1980102206  1120 Q
1512   1980102207  1180 Q
1512   1980102208  1170 Q
1512   1980102209  1130 Q
1512   1980102210  1020 Q
1512   1980102211   850 Q
1512   1980102212   670 Q
1512   1980102213   600 Q
1512   1980102214   590 Q
1512   1980102215   650 Q
1512   1980102216   770 Q
1512   1980102217   920 Q
1512   1980102218  1060 Q
1512   1980102219  1160 Q
1512   1980102220  1200 Q
1512   1980102221  1180 Q
1512   1980102222  1070 Q
1512   1980102223   900 Q
1512   1980102300   730 Q
1512   1980102301   620 Q
1512   1980102302   560 Q
1512   1980102303   590 Q
1512   1980102304   720 Q
1512   1980102305   840 Q
1512   1980102306   950 Q
1512   1980102307  1080 Q
1512   1980102308  1170 Q
1512   1980102309  1210 Q
1512   1980102310  1150 Q
1512   1980102311   990 Q
1512   1980102312   790 Q
1512   1980102313   640 Q
1512   1980102314   580 Q
1512   1980102315   590 Q
1512   1980102316   680 Q
1512   1980102317   850 Q
1512   1980102318   990 Q
1512   1980102319  1110 Q
1512   1980102320  1200 Q
1512   1980102321  1210 Q
1512   1980102322  1150 Q
1512   1980102323  1000 Q
1512   1980102400   770 Q
1512   1980102401   590 Q
1512   1980102402   500 Q
1512   1980102403   490 Q
1512   1980102404   630 Q
1512   1980102405   810 Q
1512   1980102406   960 Q
1512   1980102407  1100 Q
1512   1980102408  1230 Q
1512   1980102409  1300 Q
1512   1980102410  1310 Q
1512   1980102411  1250 Q
1512   1980102412  1070 Q
1512   1980102413   920 Q
1512   1980102414   780 Q
1512   1980102415   720 Q
1512   1980102416   770 Q
1512   1980102417   900 Q
1512   1980102418  1020 Q
1512   1980102419  1130 Q
1512   1980102420  1200 Q
1512   1980102421  1240 Q
1512   1980102422  1200 Q
1512   1980102423  1070 Q
1512   1980102500   900 Q
1512   1980102501   660 Q
1512   1980102502   470 Q
1512   1980102503   400 Q
1512   1980102504   450 Q
1512   1980102505   600 Q
1512   1980102506   780 Q
1512   1980102507   960 Q
1512   1980102508  1100 Q
1512   1980102509  1250 Q
1512   1980102510  1340 Q
1512   1980102511  1350 Q
1512   1980102512  1260 Q
1512   1980102513  1120 Q
1512   1980102514   960 Q
1512   1980102515   840 Q
1512   1980102516   830 Q
1512   1980102517   880 Q
1512   1980102518   970 Q
1512   1980102519  1070 Q
1512   1980102520  1160 Q
1512   1980102521  1220 Q
1512   1980102522  1240 Q
1512   1980102523  1160 Q
1512   1980102600  1010 Q
1512   1980102601   810 Q
1512   1980102602   580 Q
1512   1980102603   430 Q
1512   1980102604   390 Q
1512   1980102605   420 Q
1512   1980102606   600 Q
1512   1980102607   800 Q
1512   1980102608   970 Q
1512   1980102609  1110 Q
1512   1980102610  1240 Q
1512   1980102611  1300 Q
1512   1980102612  1290 Q
1512   1980102613  1200 Q
1512   1980102614  1040 Q
1512   1980102615   900 Q
1512   1980102616   800 Q
1512   1980102617   750 Q
1512   1980102618   770 Q
1512   1980102619   830 Q
1512   1980102620   880 Q
1512   1980102621   930 Q
1512   1980102622   970 Q
1512   1980102623   930 Q
1512   1980102700   820 Q
1512   1980102701   660 Q
1512   1980102702   450 Q
1512   1980102703   260 Q
1512   1980102704   120 Q
1512   1980102705    80 Q
1512   1980102706   120 Q
1512   1980102707   250 Q
1512   1980102708   440 Q
1512   1980102709   610 Q
1512   1980102710   810 Q
1512   1980102711   970 Q
1512   1980102712  1080 Q
1512   1980102713  1130 Q
1512   1980102714  1080 Q
1512   1980102715   970 Q
1512   1980102716   860 Q
1512   1980102717   800 Q
1512   1980102718   760 Q
1512   1980102719   770 Q
1512   1980102720   820 Q
1512   1980102721   880 Q
1512   1980102722   930 Q
1512   1980102723   950 Q
1512   1980102800   930 Q
1512   1980102801   850 Q
1512   1980102802   680 Q
1512   1980102803   500 Q
1512   1980102804   350 Q
1512   1980102805   260 Q
1512   1980102806   230 Q
1512   1980102807   260 Q
1512   1980102808   370 Q
1512   1980102809   550 Q
1512   1980102810   700 Q
1512   1980102811   860 Q
1512   1980102812  1000 Q
1512   1980102813  1130 Q
1512   1980102814  1170 Q
1512   1980102815  1110 Q
1512   1980102816  1010 Q
1512   1980102817   880 Q
1512   1980102818   820 Q
1512   1980102819   800 Q
1512   1980102820   800 Q
1512   1980102821   830 Q
1512   1980102822   870 Q
1512   1980102823   910 Q
1512   1980102900   950 Q
1512   1980102901   960 Q
1512   1980102902   900 Q
1512   1980102903   760 Q
1512   1980102904   600 Q
1512   1980102905   440 Q
1512   1980102906   340 Q
1512   1980102907   300 Q
1512   1980102908   300 Q
1512   1980102909   400 Q
1512   1980102910   530 Q
1512   1980102911   700 Q
1512   1980102912   880 Q
1512   1980102913  1050 Q
1512   1980102914  1170 Q
1512   1980102915  1200 Q
1512   1980102916  1170 Q
1512   1980102917  1120 Q
1512   1980102918  1040 Q
1512   1980102919   940 Q
1512   1980102920   860 Q
1512   1980102921   810 Q
1512   1980102922   810 Q
1512   1980102923   860 Q
1512   1980103000   900 Q
1512   1980103001   920 Q
1512   1980103002   910 Q
1512   1980103003   860 Q
1512   1980103004   750 Q
1512   1980103005   650 Q
1512   1980103006   540 Q
1512   1980103007   420 Q
1512   1980103008   380 Q
1512   1980103009   370 Q
1512   1980103010   470 Q
1512   1980103011   600 Q
1512   1980103012   750 Q
1512   1980103013   900 Q
1512   1980103014  1050 Q
1512   1980103015  1170 Q
1512   1980103016  1220 Q
1512   1980103017  1220 Q
1512   1980103018  1140 Q
1512   1980103019  1050 Q
1512   1980103020   950 Q
1512   1980103021   830 Q
1512   1980103022   770 Q
1512   1980103023   770 Q
1512   1980103100   800 Q
1512   1980103101   830 Q
1512   1980103102   850 Q
1512   1980103103   870 Q
1512   1980103104   850 Q
1512   1980103105   790 Q
1512   1980103106   700 Q
1512   1980103107   600 Q
1512   1980103108   520 Q
1512   1980103109   430 Q
1512   1980103110   420 Q
1512   1980103111   470 Q
1512   1980103112   600 Q
1512   1980103113   750 Q
1512   1980103114   900 Q
1512   1980103115  1040 Q
1512   1980103116  1140 Q
1512   1980103117  1190 Q
1512   1980103118  1180 Q
1512   1980103119  1090 Q
1512   1980103120   980 Q
1512   1980103121   860 Q
1512   1980103122   770 Q
1512   1980103123   710 Q
1512   1980110100   710 Q
1512   1980110101   740 Q
1512   1980110102   770 Q
1512   1980110103   790 Q
1512   1980110104   790 Q
1512   1980110105   770 Q
1512   1980110106   720 Q
1512   1980110107   630 Q
1512   1980110108   520 Q
1512   1980110109   430 Q
1512   1980110110   360 Q
1512   1980110111   320 Q
1512   1980110112   360 Q
1512   1980110113   440 Q
1512   1980110114   560 Q
1512   1980110115   710 Q
1512   1980110116   860 Q
1512   1980110117   960 Q
1512   1980110118  1020 Q
1512   1980110119  1010 Q
1512   1980110120   930 Q
1512   1980110121   840 Q
1512   1980110122   750 Q
1512   1980110123   650 Q
1512   1980110200   590 Q
1512   1980110201   590 Q
1512   1980110202   630 Q
1512   1980110203   690 Q
1512   1980110204   750 Q
1512   1980110205   800 Q
1512   1980110206   840 Q
1512   1980110207   800 Q
1512   1980110208   730 Q
1512   1980110209   640 Q
1512   1980110210   560 Q
1512   1980110211   500 Q
1512   1980110212   480 Q
1512   1980110213   520 Q
1512   1980110214   620 Q
1512   1980110215   750 Q
1512   1980110216   870 Q
1512   1980110217   980 Q
1512   1980110218  1060 Q
1512   1980110219  1100 Q
1512   1980110220  1060 Q
1512   1980110221   980 Q
1512   1980110222   870 Q
1512   1980110223   780 Q
1512   1980110300   690 Q
1512   1980110301   640 Q
1512   1980110302   650 Q
1512   1980110303   710 Q
1512   1980110304   770 Q
1512   1980110305   820 Q
1512   1980110306   850 Q
1512   1980110307   870 Q
1512   1980110308   850 Q
1512   1980110309   780 Q
1512   1980110310   690 Q
1512   1980110311   620 Q
1512   1980110312   550 Q
1512   1980110313   530 Q
1512   1980110314   560 Q
1512   1980110315   630 Q
1512   1980110316   720 Q
1512   1980110317   800 Q
1512   1980110318   890 Q
1512   1980110319   940 Q
1512   1980110320   950 Q
1512   1980110321   910 Q
1512   1980110322   820 Q
1512   1980110323   710 Q
1512   1980110400   600 Q
1512   1980110401   530 Q
1512   1980110402   510 Q
1512   1980110403   540 Q
1512   1980110404   620 Q
1512   1980110405   710 Q
1512   1980110406   790 Q
1512   1980110407   860 Q
1512   1980110408   880 Q
1512   1980110409   870 Q
1512   1980110410   820 Q
1512   1980110411   740 Q
1512   1980110412   660 Q
1512   1980110413   610 Q
1512   1980110414   600 Q
1512   1980110415   630 Q
1512   1980110416   700 Q
1512   1980110417   790 Q
1512   1980110418   900 Q
1512   1980110419   970 Q
1512   1980110420  1010 Q
1512   1980110421  1010 Q
1512   1980110422   970 Q
1512   1980110423   860 Q
1512   1980110500   760 Q
1512   1980110501   670 Q
1512   1980110502   620 Q
1512   1980110503   630 Q
1512   1980110504   700 Q
1512   1980110505   790 Q
1512   1980110506   870 Q
1512   1980110507   950 Q
1512   1980110508  1000 Q
1512   1980110509  1040 Q
1512   1980110510  1030 Q
1512   1980110511   950 Q
1512   1980110512   870 Q
1512   1980110513   800 Q
1512   1980110514   770 Q
1512   1980110515   790 Q
1512   1980110516   840 Q
1512   1980110517   890 Q
1512   1980110518   950 Q
1512   1980110519  1000 Q
1512   1980110520  1050 Q
1512   1980110521  1060 Q
1512   1980110522  1020 Q
1512   1980110523   920 Q
1512   1980110600   810 Q
1512   1980110601   710 Q
1512   1980110602   670 Q
1512   1980110603   670 Q
1512   1980110604   710 Q
1512   1980110605   800 Q
1512   1980110606   920 Q
1512   1980110607   990 Q
1512   1980110608  1060 Q
1512   1980110609  1110 Q
1512   1980110610  1110 Q
1512   1980110611  1070 Q
1512   1980110612   980 Q
1512   1980110613   900 Q
1512   1980110614   850 Q
1512   1980110615   830 Q
1512   1980110616   860 Q
1512   1980110617   910 Q
1512   1980110618   960 Q
1512   1980110619  1010 Q
1512   1980110620  1030 Q
1512   1980110621  1030 Q
1512   1980110622   980 Q
1512   1980110623   880 Q
1512   1980110700   770 Q
1512   1980110701   660 Q
1512   1980110702   580 Q
1512   1980110703   560 Q
1512   1980110704   600 Q
1512   1980110705   710 Q
1512   1980110706   860 Q
1512   1980110707   970 Q
1512   1980110708  1060 Q
1512   1980110709  1110 Q
1512   1980110710  1140 Q
1512   1980110711  1130 Q
1512   1980110712  1050 Q
1512   1980110713   960 Q
